forum,title,keywords,abstract,pdf,match,authors,venue,year,type
https://openreview.net/forum?id=ryxOh7n9Ir,Low Shot Learning with Untrained Neural Networks for Imaging Inverse Problems,"['Inverse problems', 'compressed sensing', 'low shot learning', 'image priors', 'untrained neural networks', 'generative priors']","Employing deep neural networks as natural image priors to solve inverse problems either requires large amounts of data to sufficiently train expressive generative models or can succeed with no data via untrained neural networks. However, very few works have considered how to interpolate between these no- to high-data regimes. In particular, how can one use the availability of a small amount of data (even 5-25 examples) to one's advantage in solving these inverse problems and can a system's performance increase as the amount of data increases as well? In this work, we consider solving linear inverse problems when given a small number of examples of images that are drawn from the same distribution as the image of interest. Comparing to untrained neural networks that use no data, we show how one can pre-train a neural network with a few given examples to improve reconstruction results in compressed sensing and semantic image recovery problems such as colorization. Our approach leads to improved reconstruction as the amount of available data increases and is on par with fully trained generative models, while requiring less than 1% of the data needed to train a generative model.",https://openreview.net/pdf/a57eb3f8d8f44793cd0ac6e8d4b3e52783fdd232.pdf,stupidity,"['Oscar Leong', 'Wesam Sakla']",NeurIPS.cc,2019,Workshop
https://openreview.net/forum?id=ryl6nX398r,Gradient-Based Neural DAG Learning,"['causality', 'directed acyclic graph', 'neural network', 'constrained optimization']","We propose a novel score-based approach to learning a directed acyclic graph (DAG) from observational data. We adapt a recently proposed continuous constrained optimization formulation to allow for nonlinear relationships between variables using neural networks. This extension allows to model complex interactions while being more global in its search compared to other greedy approaches. In addition to comparing our method to existing continuous optimization methods, we provide missing empirical comparisons to nonlinear greedy search methods. On both synthetic and real-world data sets, this new method outperforms current continuous methods on most tasks while being competitive with existing greedy search methods on important metrics for causal inference.",https://openreview.net/pdf/fa3d9988ea0255a69eef4fb885e76cbd693271e6.pdf,stupidity,"['Sébastien Lachapelle', 'Philippe Brouillard', 'Tristan Deleu', 'Simon Lacoste-Julien']",NeurIPS.cc,2019,Workshop
https://openreview.net/forum?id=ryeo27n9Ur,Memory-efficient Learning for Large-scale Computational Imaging,"['Computational Imaging', 'Backpropagation', 'Learning', 'Reverse-mode differentiation', 'microscopy', 'magnetic resonance imaging']","Computational imaging systems jointly design computation and hardware to retrieve information which is not traditionally accessible with standard imaging systems. Recently, critical aspects such as experimental design and image priors are optimized through deep neural networks formed by the unrolled iterations of classical physics-based reconstructions (termed physics-based networks). However, for real-world large-scale systems, computing gradients via backpropagation restricts learning due to memory limitations of graphical processing units. In this work, we propose a memory-efficient learning procedure that exploits the reversibility of the network’s layers to enable data-driven design for large-scale computational imaging. We demonstrate our methods practicality on two large-scale systems: super-resolution optical microscopy and multi-channel magnetic resonance imaging.",https://openreview.net/pdf/42385aefdbfd5ce0d22e7fb792618fe6a02e0b87.pdf,stupidity,"['Michael Kellman', 'Jon Tamir', 'Emrah Bostan', 'Michael Lustig', 'Laura Waller']",NeurIPS.cc,2019,Workshop
https://openreview.net/forum?id=rkxbn735IH,Robust One-Bit Recovery via ReLU Generative Networks: Improved Statistical Rate and Global Landscape Analysis,"['one-bit compressed sensing', 'ReLU generative network', 'uniform recovery', 'landscape analysis']","We study the robust one-bit compressed sensing problem whose goal is to design an algorithm that faithfully recovers any sparse target vector
$\theta_0\in\mathbb{R}^d$ \emph{uniformly} from $m$ quantized noisy measurements. Under the assumption that the measurements are sub-Gaussian,  to recover any $k$-sparse $\theta_0$ ($k\ll d$) \emph{uniformly} up to an error $\varepsilon$ with high probability, the best known computationally tractable algorithm requires\footnote{Here, an algorithm is ``computationally tractable'' if it has provable convergence guarantees. The notation $\tilde{\mathcal{O}}(\cdot)$ omits a logarithm factor of $\varepsilon^{-1}$.} $m\geq\tilde{\mathcal{O}}(k\log d/\varepsilon^4)$. In this paper, we consider a new framework for the one-bit sensing problem where the sparsity is implicitly enforced via mapping a low dimensional representation $x_0$ through a known $n$-layer ReLU generative network $G:\mathbb{R}^k\rightarrow\mathbb{R}^d$. Such a framework poses low-dimensional priors on $\theta_0$ without a known basis. We propose to recover the target $G(x_0)$ via an unconstrained empirical risk minimization (ERM) problem under a much weaker \emph{sub-exponential  measurement assumption}.  For such a problem, we establish a joint statistical and computational analysis. In particular, we prove that the ERM estimator in this new framework achieves an improved statistical rate of $m=\tilde{\mathcal{O}} (kn\log d /\epsilon^2)$ recovering any $G(x_0)$ uniformly up to an error $\varepsilon$. Moreover, from the lens of computation, we prove that under proper conditions on the ReLU weights, our proposed empirical risk, despite non-convexity, has no stationary point outside of small neighborhoods around the true representation $x_0$ and its negative multiple. Furthermore, we show that the global minimizer of the empirical risk stays within the neighborhood around $x_0$ rather than its negative multiple. Our analysis sheds some light on the possibility of inverting a deep generative model under partial and quantized measurements, complementing the recent success of using deep generative models for inverse problems.",https://openreview.net/pdf/9dcc4f1c43f70fca12f4514e83aea7c45073c5bf.pdf,stupidity,"['Shuang Qiu', 'Xiaohan Wei', 'Zhuoran Yang']",NeurIPS.cc,2019,Workshop
https://openreview.net/forum?id=rkeahX3qLr,Co-Generation with GANs using AIS based HMC,"['annealed importance sampling', 'co-generation', 'GAN']","Inferring the most likely configuration for a subset of variables of a joint distribution given the remaining ones – which we refer to as co-generation – is an important challenge that is computationally demanding for all but the simplest settings. This task has received a considerable amount of attention, particularly for classical ways of modeling distributions like structured prediction. In contrast, almost nothing is known about this task when considering recently proposed techniques for modeling high-dimensional distributions, particularly generative adversarial nets (GANs). Therefore, in this paper, we study the occurring challenges for co-generation with GANs. To address those challenges we develop an annealed importance sampling (AIS) based Hamiltonian Monte Carlo (HMC) co-generation algorithm. The presented approach significantly outperforms classical gradient-based methods on synthetic data and on CelebA.",https://openreview.net/pdf/617208a2e157dfcb96ce9d7b423d76f245ec04f6.pdf,stupidity,"['Tiantian Fang', 'Alexander G. Schwing']",NeurIPS.cc,2019,Workshop
https://openreview.net/forum?id=rJeNnm25US,A GAN based solver of black-box inverse problems,['GAN'],"We propose a GAN based approach to solve inverse problems which have non-differential or non-continuous forward relations. In the standard sense, an inverse problem is interpreted as the process of calculating factors that produce observations. We reformulate the inverse problem such that the discriminator is a binary classifier and the generator is used to produce samples in a local region of the input domain of the forward relation. Our GAN based approach solves inverse problems by using adversarial training but without relying on the gradients of the original problem formulation. We prove the efficacy of our approach by applying it to an artificially generated topology optimization problem. We demonstrate that despite not having access to derivatives of f our method leads to similar results than more traditional topology optimization methods.",https://openreview.net/pdf/a5e6df2ec9d9bb880d7236782b863db9e5bafa83.pdf,stupidity,"['Michael Gillhofer', 'Hubert Ramsauer', 'Johannes Brandstetter', 'Bernhard Schäfl', 'Sepp Hochreiter']",NeurIPS.cc,2019,Workshop
https://openreview.net/forum?id=r1l9n725IH,Phase Retrieval using Untrained Neural Network Priors,[],"Untrained deep neural networks as image priors have been recently introduced for linear inverse imaging problems such as denoising, super-resolution,  inpainting and compressive sensing with promising performance gains over hand-crafted image priors such as sparsity. Moreover, unlike learned generative priors they do not require any training over large datasets.  In this paper, we consider the problem of solving the non-linear inverse problem of compressive phase retrieval; this involves reconstructing a $d$-dimensional image signal from $n$ magnitude-only measurements, and $n<d$. We model images to lie in the range of an untrained deep generative network with a fixed seed. We further present two approaches for solving this problem: vanilla gradient descent and a projected gradient descent scheme and show superior empirical performance when compared to algorithms that use hand crafted priors.",https://openreview.net/pdf/80e4e1dc3e1999e801afa8e4d61cb3447b49ac69.pdf,stupidity,"['Gauri Jagatap', 'Chinmay Hegde']",NeurIPS.cc,2019,Workshop
https://openreview.net/forum?id=r1gOn7h9UH,Interpretable and robust blind image denoising with bias-free convolutional neural networks,"['Blind image denoising', 'interpretability of deep neural networks', 'Generalization in deep neural networks']","Deep convolutional networks often append additive constant (""bias"") terms to their convolution operations, enabling a richer repertoire of functional mappings. Biases are also used to facilitate training, by subtracting mean response over batches of training images (a component of ""batch normalization""). Recent state-of-the-art blind denoising methods seem to require these terms for their success. Here, however, we show that bias terms used in most CNNs (additive constants, including those used for batch normalization) interfere with the interpretability of these networks, do not help performance, and in fact prevent generalization of performance to noise levels not including in the training data. In particular, bias-free CNNs (BF-CNNs) are locally linear, and hence amenable to direct analysis with linear-algebraic tools. These analyses provide interpretations of network functionality in terms of projection onto a union of low-dimensional subspaces, connecting the learning-based method to more traditional denoising methodology. Additionally, BF-CNNs generalize robustly, achieving near-state-of-the-art performance at noise levels well beyond the range over which they have been trained.",https://openreview.net/pdf/0807e692618b7bdbb105acd9729c6be9b2863e2b.pdf,stupidity,"['Zahra Kadkhodaie', 'Sreyas Mohan', 'Eero P. Simoncelli', 'Carlos Fernandez-Granda']",NeurIPS.cc,2019,Workshop
https://openreview.net/forum?id=SyxYnQ398H,Learning to Solve Linear Inverse Problems in Imaging with Neumann Networks,"['Inverse Problems', 'Image Reconstruction', 'Learned Regularizers', 'Neumann series', 'Patch-based methods']","Recent advances have illustrated that it is often possible to learn to solve linear inverse problems in imaging using training data that can outperform more traditional regularized least squares solutions. Along these lines, we present some extensions of the Neumann network, a recently introduced end-to-end learned architecture inspired by a truncated Neumann series expansion of the solution map to a regularized least squares problem. Here we summarize the Neumann network approach, and show that it has a form compatible with the optimal reconstruction function for a given inverse problem. We also investigate an extension of the Neumann network that incorporates a more sample efficient patch-based regularization approach.",https://openreview.net/pdf/16ccf92382cfbd1ab21f44ca483690fb22e20054.pdf,stupidity,"['Greg Ongie', 'Davis Gilton', 'Rebecca Willett']",NeurIPS.cc,2019,Workshop
https://openreview.net/forum?id=SyxJpm3cLH,Subsampled Fourier Ptychography via Pretrained Invertible and Untrained Network Priors,"['Fourier ptychography', 'Invertible generative models', 'Untrained network priors']","Recently pretrained generative models have shown promising results for subsampled Fourier Ptychography (FP) in terms of quality of reconstruction for extremely low sampling rate and high noise. However, one of the significant drawbacks of these pretrained generative priors is their limited representation capabilities. Moreover, training these generative models requires access to a large number of fully-observed clean samples of a particular class of images like faces or digits that is prohibitive to obtain in the context of FP. In this paper, we propose to leverage the power of pretrained invertible and untrained generative models to mitigate the representation error issue and requirement of a large number of example images (for training generative models) respectively. Through extensive experiments, we demonstrate the effectiveness of proposed approaches in the context of FP for low sampling rates and high noise levels.",https://openreview.net/pdf/128dad0b224e97e389f89c41ae49e2476b45ca4d.pdf,stupidity,"['Fahad Shamshad', 'Asif Hanif', 'Ali Ahmed']",NeurIPS.cc,2019,Workshop
